Date,Model,Count
21-Dec-15,M51,55
21-Dec-15,M85,4
21-Dec-15,M119,10
20-Dec-15,M39,120
20-Dec-15,M20,720
20-Dec-15,M43,1
20-Dec-15,M76,78
20-Dec-15,M105,36
20-Dec-15,M49,1
20-Dec-15,M103,1
20-Dec-15,M69,3
20-Dec-15,M6,104
20-Dec-15,M85,14
20-Dec-15,M120,6
20-Dec-15,M30,19
20-Dec-15,M9,51
20-Dec-15,M52,3
20-Dec-15,M80,1
20-Dec-15,M60,1
20-Dec-15,M50,2
20-Dec-15,M7,51
20-Dec-15,M13,68
20-Dec-15,M44,3
20-Dec-15,M1,4
20-Dec-15,M71,30
20-Dec-15,M19,909
20-Dec-15,M98,1
20-Dec-15,M21,209
20-Dec-15,M54,1
20-Dec-15,M121,31
20-Dec-15,M25,855
20-Dec-15,M62,13
20-Dec-15,M5,214
20-Dec-15,M118,5
20-Dec-15,M88,4
20-Dec-15,M99,51
20-Dec-15,M37,4
20-Dec-15,M108,6
20-Dec-15,M94,5
20-Dec-15,M8,67
20-Dec-15,M28,119
20-Dec-15,M119,5
20-Dec-15,M48,25
20-Dec-15,M31,141
20-Dec-15,M61,2
20-Dec-15,M17,23
20-Dec-15,M45,144
20-Dec-15,M56,6
20-Dec-15,M36,2
20-Dec-15,M95,84
20-Dec-15,M59,1
20-Dec-15,M53,54
20-Dec-15,M107,18
20-Dec-15,M68,9
20-Dec-15,M29,1
20-Dec-15,M93,31
20-Dec-15,M90,1
20-Dec-15,M75,28
20-Dec-15,M38,1
20-Dec-15,M122,11
20-Dec-15,M89,1
20-Dec-15,M27,2
20-Dec-15,M81,4
20-Dec-15,M51,60
20-Dec-15,M15,186
20-Dec-15,M24,770
20-Dec-15,M57,105
20-Dec-15,M10,43
20-Dec-15,M2,13
20-Dec-15,M125,3
20-Dec-15,M92,3
20-Dec-15,M97,5
19-Dec-15,M122,7
19-Dec-15,M62,16
19-Dec-15,M92,1
19-Dec-15,M118,10
19-Dec-15,M125,1
19-Dec-15,M5,221
19-Dec-15,M15,209
19-Dec-15,M24,784
19-Dec-15,M31,142
19-Dec-15,M70,2
19-Dec-15,M36,1
19-Dec-15,M99,54
19-Dec-15,M69,6
19-Dec-15,M51,51
19-Dec-15,M95,103
19-Dec-15,M39,119
19-Dec-15,M57,92
19-Dec-15,M110,1
19-Dec-15,M76,83
19-Dec-15,M56,6
19-Dec-15,M19,765
19-Dec-15,M71,53
19-Dec-15,M60,2
19-Dec-15,M28,132
19-Dec-15,M94,3
19-Dec-15,M13,72
19-Dec-15,M86,2
19-Dec-15,M81,5
19-Dec-15,M38,5
19-Dec-15,M68,15
19-Dec-15,M97,3
19-Dec-15,M61,1
19-Dec-15,M8,54
19-Dec-15,M74,1
19-Dec-15,M26,2
19-Dec-15,M6,98
19-Dec-15,M107,25
19-Dec-15,M45,141
19-Dec-15,M108,2
19-Dec-15,M10,38
19-Dec-15,M25,675
19-Dec-15,M113,1
19-Dec-15,M88,1
19-Dec-15,M120,4
19-Dec-15,M85,6
19-Dec-15,M30,8
19-Dec-15,M27,4
19-Dec-15,M7,74
19-Dec-15,M53,60
19-Dec-15,M119,10
19-Dec-15,M59,1
19-Dec-15,M29,1
19-Dec-15,M93,37
19-Dec-15,M35,2
19-Dec-15,M43,1
19-Dec-15,M50,1
19-Dec-15,M2,16
19-Dec-15,M1,2
19-Dec-15,M9,58
19-Dec-15,M48,26
19-Dec-15,M37,3
19-Dec-15,M102,1
19-Dec-15,M20,610
19-Dec-15,M121,35
19-Dec-15,M105,25
19-Dec-15,M103,1
19-Dec-15,M52,3
19-Dec-15,M124,1
19-Dec-15,M21,99
19-Dec-15,M44,2
19-Dec-15,M17,23
19-Dec-15,M75,33
18-Dec-15,M88,2
18-Dec-15,M5,214
18-Dec-15,M17,22
18-Dec-15,M19,783
18-Dec-15,M53,30
18-Dec-15,M97,3
18-Dec-15,M93,27
18-Dec-15,M10,39
18-Dec-15,M71,46
18-Dec-15,M99,36
18-Dec-15,M57,100
18-Dec-15,M95,72
18-Dec-15,M15,185
18-Dec-15,M24,882
18-Dec-15,M21,165
18-Dec-15,M108,7
18-Dec-15,M118,10
18-Dec-15,M76,74
18-Dec-15,M94,5
18-Dec-15,M27,2
18-Dec-15,M56,2
18-Dec-15,M38,2
18-Dec-15,M7,59
18-Dec-15,M6,103
18-Dec-15,M104,1
18-Dec-15,M31,131
18-Dec-15,M36,1
18-Dec-15,M125,2
18-Dec-15,M39,107
18-Dec-15,M60,1
18-Dec-15,M75,28
18-Dec-15,M68,8
18-Dec-15,M2,11
18-Dec-15,M102,1
18-Dec-15,M8,48
18-Dec-15,M59,1
18-Dec-15,M107,12
18-Dec-15,M51,50
18-Dec-15,M92,1
18-Dec-15,M70,2
18-Dec-15,M30,5
18-Dec-15,M81,3
18-Dec-15,M61,1
18-Dec-15,M62,18
18-Dec-15,M20,610
18-Dec-15,M69,1
18-Dec-15,M1,3
18-Dec-15,M25,750
18-Dec-15,M35,1
18-Dec-15,M121,35
18-Dec-15,M122,4
18-Dec-15,M28,123
18-Dec-15,M119,6
18-Dec-15,M26,4
18-Dec-15,M52,2
18-Dec-15,M13,43
18-Dec-15,M44,2
18-Dec-15,M48,30
18-Dec-15,M43,1
18-Dec-15,M50,2
18-Dec-15,M105,30
18-Dec-15,M9,51
18-Dec-15,M37,4
18-Dec-15,M80,1
18-Dec-15,M85,15
18-Dec-15,M54,2
18-Dec-15,M45,131
18-Dec-15,M120,4
17-Dec-15,M74,2
17-Dec-15,M62,23
17-Dec-15,M57,129
17-Dec-15,M75,31
17-Dec-15,M68,9
17-Dec-15,M107,21
17-Dec-15,M99,50
17-Dec-15,M19,711
17-Dec-15,M59,1
17-Dec-15,M24,924
17-Dec-15,M103,1
17-Dec-15,M53,56
17-Dec-15,M51,65
17-Dec-15,M92,1
17-Dec-15,M61,1
17-Dec-15,M94,4
17-Dec-15,M95,113
17-Dec-15,M10,45
17-Dec-15,M5,234
17-Dec-15,M55,1
17-Dec-15,M8,64
17-Dec-15,M15,226
17-Dec-15,M39,99
17-Dec-15,M7,71
17-Dec-15,M48,14
17-Dec-15,M86,1
17-Dec-15,M38,1
17-Dec-15,M21,231
17-Dec-15,M108,11
17-Dec-15,M93,32
17-Dec-15,M70,3
17-Dec-15,M71,55
17-Dec-15,M69,6
17-Dec-15,M122,9
17-Dec-15,M125,2
17-Dec-15,M17,34
17-Dec-15,M105,33
17-Dec-15,M60,2
17-Dec-15,M30,15
17-Dec-15,M45,179
17-Dec-15,M36,1
17-Dec-15,M120,7
17-Dec-15,M121,38
17-Dec-15,M37,3
17-Dec-15,M26,3
17-Dec-15,M9,59
17-Dec-15,M6,105
17-Dec-15,M80,1
17-Dec-15,M118,13
17-Dec-15,M20,710
17-Dec-15,M119,7
17-Dec-15,M2,13
17-Dec-15,M88,1
17-Dec-15,M114,1
17-Dec-15,M35,1
17-Dec-15,M52,3
17-Dec-15,M1,1
17-Dec-15,M28,127
17-Dec-15,M81,5
17-Dec-15,M56,2
17-Dec-15,M33,2
17-Dec-15,M85,8
17-Dec-15,M31,135
17-Dec-15,M29,1
17-Dec-15,M44,3
17-Dec-15,M97,3
17-Dec-15,M25,960
17-Dec-15,M13,65
17-Dec-15,M76,87
16-Dec-15,M6,98
16-Dec-15,M21,143
16-Dec-15,M101,1
16-Dec-15,M104,2
16-Dec-15,M7,55
16-Dec-15,M19,855
16-Dec-15,M75,34
16-Dec-15,M94,3
16-Dec-15,M56,4
16-Dec-15,M44,1
16-Dec-15,M99,63
16-Dec-15,M68,6
16-Dec-15,M10,47
16-Dec-15,M74,1
16-Dec-15,M15,244
16-Dec-15,M5,226
16-Dec-15,M92,1
16-Dec-15,M1,1
16-Dec-15,M28,117
16-Dec-15,M95,98
16-Dec-15,M9,62
16-Dec-15,M76,89
16-Dec-15,M17,40
16-Dec-15,M51,67
16-Dec-15,M48,35
16-Dec-15,M24,854
16-Dec-15,M70,1
16-Dec-15,M2,13
16-Dec-15,M62,15
16-Dec-15,M122,5
16-Dec-15,M85,14
16-Dec-15,M98,1
16-Dec-15,M39,87
16-Dec-15,M53,36
16-Dec-15,M45,183
16-Dec-15,M57,134
16-Dec-15,M93,39
16-Dec-15,M86,1
16-Dec-15,M49,1
16-Dec-15,M8,59
16-Dec-15,M31,149
16-Dec-15,M27,3
16-Dec-15,M118,13
16-Dec-15,M60,2
16-Dec-15,M13,67
16-Dec-15,M50,4
16-Dec-15,M43,2
16-Dec-15,M102,2
16-Dec-15,M81,5
16-Dec-15,M97,2
16-Dec-15,M36,2
16-Dec-15,M26,4
16-Dec-15,M120,1
16-Dec-15,M54,1
16-Dec-15,M125,2
16-Dec-15,M30,5
16-Dec-15,M121,37
16-Dec-15,M80,3
16-Dec-15,M71,47
16-Dec-15,M69,5
16-Dec-15,M124,1
16-Dec-15,M37,3
16-Dec-15,M20,560
16-Dec-15,M119,7
16-Dec-15,M105,23
16-Dec-15,M108,5
16-Dec-15,M52,3
16-Dec-15,M107,21
16-Dec-15,M25,1095
16-Dec-15,M35,3
16-Dec-15,M61,1
16-Dec-15,M33,1
15-Dec-15,M122,3
15-Dec-15,M17,25
15-Dec-15,M71,67
15-Dec-15,M93,32
15-Dec-15,M51,76
15-Dec-15,M15,214
15-Dec-15,M89,1
15-Dec-15,M125,3
15-Dec-15,M97,5
15-Dec-15,M19,819
15-Dec-15,M10,39
15-Dec-15,M1,3
15-Dec-15,M21,132
15-Dec-15,M57,114
15-Dec-15,M92,2
15-Dec-15,M81,6
15-Dec-15,M85,6
15-Dec-15,M68,12
15-Dec-15,M44,2
15-Dec-15,M34,1
15-Dec-15,M7,54
15-Dec-15,M113,1
15-Dec-15,M24,1064
15-Dec-15,M75,30
15-Dec-15,M108,7
15-Dec-15,M52,2
15-Dec-15,M6,99
15-Dec-15,M30,11
15-Dec-15,M74,1
15-Dec-15,M62,17
15-Dec-15,M38,3
15-Dec-15,M5,251
15-Dec-15,M99,52
15-Dec-15,M56,1
15-Dec-15,M45,163
15-Dec-15,M43,4
15-Dec-15,M118,3
15-Dec-15,M94,6
15-Dec-15,M119,5
15-Dec-15,M8,55
15-Dec-15,M28,122
15-Dec-15,M25,1050
15-Dec-15,M13,64
15-Dec-15,M95,109
15-Dec-15,M27,5
15-Dec-15,M120,5
15-Dec-15,M80,2
15-Dec-15,M20,660
15-Dec-15,M31,173
15-Dec-15,M9,61
15-Dec-15,M36,3
15-Dec-15,M49,1
15-Dec-15,M35,1
15-Dec-15,M39,62
15-Dec-15,M60,2
15-Dec-15,M37,1
15-Dec-15,M76,80
15-Dec-15,M121,26
15-Dec-15,M50,5
15-Dec-15,M53,13
15-Dec-15,M98,3
15-Dec-15,M104,1
15-Dec-15,M61,2
15-Dec-15,M107,17
15-Dec-15,M69,7
15-Dec-15,M105,41
15-Dec-15,M2,16
15-Dec-15,M48,30
14-Dec-15,M10,35
14-Dec-15,M74,1
14-Dec-15,M125,3
14-Dec-15,M38,3
14-Dec-15,M71,42
14-Dec-15,M57,128
14-Dec-15,M70,2
14-Dec-15,M92,1
14-Dec-15,M21,242
14-Dec-15,M88,4
14-Dec-15,M51,69
14-Dec-15,M68,6
14-Dec-15,M19,927
14-Dec-15,M55,1
14-Dec-15,M24,756
14-Dec-15,M17,23
14-Dec-15,M108,9
14-Dec-15,M5,259
14-Dec-15,M107,17
14-Dec-15,M61,1
14-Dec-15,M45,188
14-Dec-15,M120,6
14-Dec-15,M75,40
14-Dec-15,M59,1
14-Dec-15,M44,5
14-Dec-15,M93,47
14-Dec-15,M15,204
14-Dec-15,M9,72
14-Dec-15,M29,2
14-Dec-15,M122,7
14-Dec-15,M56,5
14-Dec-15,M97,4
14-Dec-15,M99,57
14-Dec-15,M36,2
14-Dec-15,M94,5
14-Dec-15,M95,116
14-Dec-15,M53,11
14-Dec-15,M34,1
14-Dec-15,M7,62
14-Dec-15,M6,103
14-Dec-15,M81,6
14-Dec-15,M110,2
14-Dec-15,M50,4
14-Dec-15,M119,6
14-Dec-15,M27,3
14-Dec-15,M39,45
14-Dec-15,M69,5
14-Dec-15,M80,1
14-Dec-15,M28,123
14-Dec-15,M43,2
14-Dec-15,M37,3
14-Dec-15,M48,17
14-Dec-15,M121,40
14-Dec-15,M118,8
14-Dec-15,M25,930
14-Dec-15,M76,94
14-Dec-15,M13,66
14-Dec-15,M1,2
14-Dec-15,M2,12
14-Dec-15,M85,2
14-Dec-15,M30,15
14-Dec-15,M60,1
14-Dec-15,M52,4
14-Dec-15,M31,163
14-Dec-15,M62,22
14-Dec-15,M26,1
14-Dec-15,M102,2
14-Dec-15,M105,41
14-Dec-15,M20,710
14-Dec-15,M8,50
13-Dec-15,M88,2
13-Dec-15,M43,1
13-Dec-15,M21,154
13-Dec-15,M37,3
13-Dec-15,M33,1
13-Dec-15,M52,3
13-Dec-15,M26,2
13-Dec-15,M1,3
13-Dec-15,M20,790
13-Dec-15,M35,2
13-Dec-15,M121,38
13-Dec-15,M28,135
13-Dec-15,M50,4
13-Dec-15,M9,61
13-Dec-15,M48,29
13-Dec-15,M2,16
13-Dec-15,M92,2
13-Dec-15,M94,3
13-Dec-15,M51,46
13-Dec-15,M44,3
13-Dec-15,M105,33
13-Dec-15,M39,16
13-Dec-15,M122,11
13-Dec-15,M6,116
13-Dec-15,M25,1095
13-Dec-15,M57,161
13-Dec-15,M107,10
13-Dec-15,M13,65
13-Dec-15,M68,8
13-Dec-15,M19,819
13-Dec-15,M10,51
13-Dec-15,M93,37
13-Dec-15,M8,44
13-Dec-15,M119,4
13-Dec-15,M15,207
13-Dec-15,M7,78
13-Dec-15,M31,150
13-Dec-15,M61,4
13-Dec-15,M104,1
13-Dec-15,M30,10
13-Dec-15,M95,89
13-Dec-15,M38,2
13-Dec-15,M106,2
13-Dec-15,M81,5
13-Dec-15,M45,171
13-Dec-15,M99,57
13-Dec-15,M5,211
13-Dec-15,M71,52
13-Dec-15,M108,10
13-Dec-15,M75,48
13-Dec-15,M69,2
13-Dec-15,M120,7
13-Dec-15,M118,6
13-Dec-15,M56,4
13-Dec-15,M24,980
13-Dec-15,M62,21
13-Dec-15,M74,2
13-Dec-15,M110,1
13-Dec-15,M60,1
13-Dec-15,M53,1
13-Dec-15,M76,69
13-Dec-15,M27,3
13-Dec-15,M17,37
13-Dec-15,M85,6
13-Dec-15,M36,1
12-Dec-15,M19,855
12-Dec-15,M24,854
12-Dec-15,M21,176
12-Dec-15,M52,2
12-Dec-15,M44,5
12-Dec-15,M6,142
12-Dec-15,M59,1
12-Dec-15,M25,1095
12-Dec-15,M68,12
12-Dec-15,M63,1
12-Dec-15,M62,19
12-Dec-15,M50,6
12-Dec-15,M109,1
12-Dec-15,M94,4
12-Dec-15,M53,1
12-Dec-15,M17,26
12-Dec-15,M48,29
12-Dec-15,M51,58
12-Dec-15,M10,51
12-Dec-15,M37,2
12-Dec-15,M8,38
12-Dec-15,M61,1
12-Dec-15,M57,146
12-Dec-15,M28,139
12-Dec-15,M122,9
12-Dec-15,M39,5
12-Dec-15,M2,16
12-Dec-15,M105,36
12-Dec-15,M92,1
12-Dec-15,M7,74
12-Dec-15,M31,157
12-Dec-15,M38,2
12-Dec-15,M13,72
12-Dec-15,M99,65
12-Dec-15,M71,55
12-Dec-15,M85,8
12-Dec-15,M45,193
12-Dec-15,M60,1
12-Dec-15,M1,4
12-Dec-15,M81,5
12-Dec-15,M95,113
12-Dec-15,M15,215
12-Dec-15,M110,1
12-Dec-15,M121,33
12-Dec-15,M69,6
12-Dec-15,M34,1
12-Dec-15,M80,1
12-Dec-15,M5,236
12-Dec-15,M27,2
12-Dec-15,M93,49
12-Dec-15,M36,1
12-Dec-15,M107,9
12-Dec-15,M20,570
12-Dec-15,M9,68
12-Dec-15,M118,11
12-Dec-15,M76,85
12-Dec-15,M119,9
12-Dec-15,M26,2
12-Dec-15,M108,8
12-Dec-15,M56,5
12-Dec-15,M30,8
12-Dec-15,M43,2
12-Dec-15,M75,35
12-Dec-15,M120,6
12-Dec-15,M97,2
12-Dec-15,M35,5
11-Dec-15,M99,54
11-Dec-15,M70,2
11-Dec-15,M85,15
11-Dec-15,M15,254
11-Dec-15,M45,203
11-Dec-15,M120,9
11-Dec-15,M20,700
11-Dec-15,M34,1
11-Dec-15,M107,4
11-Dec-15,M62,31
11-Dec-15,M108,4
11-Dec-15,M102,1
11-Dec-15,M81,5
11-Dec-15,M32,1
11-Dec-15,M121,27
11-Dec-15,M27,3
11-Dec-15,M125,1
11-Dec-15,M122,5
11-Dec-15,M26,1
11-Dec-15,M119,5
11-Dec-15,M56,4
11-Dec-15,M69,4
11-Dec-15,M9,49
11-Dec-15,M8,43
11-Dec-15,M2,15
11-Dec-15,M36,1
11-Dec-15,M95,107
11-Dec-15,M71,70
11-Dec-15,M61,3
11-Dec-15,M48,34
11-Dec-15,M44,2
11-Dec-15,M58,1
11-Dec-15,M37,7
11-Dec-15,M43,3
11-Dec-15,M59,1
11-Dec-15,M30,15
11-Dec-15,M97,2
11-Dec-15,M38,4
11-Dec-15,M5,239
11-Dec-15,M80,3
11-Dec-15,M24,1288
11-Dec-15,M13,66
11-Dec-15,M17,35
11-Dec-15,M92,3
11-Dec-15,M35,2
11-Dec-15,M76,85
11-Dec-15,M31,157
11-Dec-15,M21,132
11-Dec-15,M49,1
11-Dec-15,M51,73
11-Dec-15,M25,1020
11-Dec-15,M75,40
11-Dec-15,M74,2
11-Dec-15,M54,1
11-Dec-15,M28,139
11-Dec-15,M118,10
11-Dec-15,M1,2
11-Dec-15,M105,32
11-Dec-15,M93,32
11-Dec-15,M50,4
11-Dec-15,M57,163
11-Dec-15,M94,3
11-Dec-15,M19,891
11-Dec-15,M53,2
11-Dec-15,M10,43
11-Dec-15,M7,74
11-Dec-15,M6,132
11-Dec-15,M68,16
10-Dec-15,M53,3
10-Dec-15,M38,2
10-Dec-15,M110,1
10-Dec-15,M34,1
10-Dec-15,M122,11
10-Dec-15,M57,144
10-Dec-15,M99,59
10-Dec-15,M15,239
10-Dec-15,M51,61
10-Dec-15,M125,1
10-Dec-15,M81,5
10-Dec-15,M45,214
10-Dec-15,M55,1
10-Dec-15,M93,42
10-Dec-15,M94,8
10-Dec-15,M75,30
10-Dec-15,M36,1
10-Dec-15,M74,2
10-Dec-15,M108,6
10-Dec-15,M60,2
10-Dec-15,M43,2
10-Dec-15,M97,2
10-Dec-15,M5,245
10-Dec-15,M80,2
10-Dec-15,M50,6
10-Dec-15,M26,2
10-Dec-15,M8,41
10-Dec-15,M21,143
10-Dec-15,M27,4
10-Dec-15,M76,86
10-Dec-15,M69,6
10-Dec-15,M2,11
10-Dec-15,M49,1
10-Dec-15,M17,36
10-Dec-15,M56,5
10-Dec-15,M95,109
10-Dec-15,M71,61
10-Dec-15,M19,999
10-Dec-15,M24,994
10-Dec-15,M118,9
10-Dec-15,M105,46
10-Dec-15,M103,2
10-Dec-15,M107,3
10-Dec-15,M119,5
10-Dec-15,M30,10
10-Dec-15,M62,19
10-Dec-15,M52,5
10-Dec-15,M48,32
10-Dec-15,M37,4
10-Dec-15,M102,1
10-Dec-15,M13,62
10-Dec-15,M85,16
10-Dec-15,M44,5
10-Dec-15,M31,149
10-Dec-15,M88,2
10-Dec-15,M121,22
10-Dec-15,M6,144
10-Dec-15,M29,1
10-Dec-15,M20,650
10-Dec-15,M7,77
10-Dec-15,M35,2
10-Dec-15,M1,3
10-Dec-15,M10,48
10-Dec-15,M25,885
10-Dec-15,M39,4
10-Dec-15,M120,11
10-Dec-15,M28,147
10-Dec-15,M68,9
10-Dec-15,M9,54
10-Dec-15,M98,3
10-Dec-15,M106,1
09-Dec-15,M68,13
09-Dec-15,M121,26
09-Dec-15,M37,4
09-Dec-15,M28,164
09-Dec-15,M35,2
09-Dec-15,M52,4
09-Dec-15,M25,1125
09-Dec-15,M9,72
09-Dec-15,M120,3
09-Dec-15,M75,36
09-Dec-15,M26,2
09-Dec-15,M44,8
09-Dec-15,M7,76
09-Dec-15,M105,41
09-Dec-15,M50,1
09-Dec-15,M21,176
09-Dec-15,M39,10
09-Dec-15,M62,18
09-Dec-15,M30,11
09-Dec-15,M56,4
09-Dec-15,M59,2
09-Dec-15,M15,217
09-Dec-15,M29,1
09-Dec-15,M49,1
09-Dec-15,M13,65
09-Dec-15,M2,19
09-Dec-15,M63,1
09-Dec-15,M48,39
09-Dec-15,M98,2
09-Dec-15,M94,4
09-Dec-15,M104,1
09-Dec-15,M85,14
09-Dec-15,M10,40
09-Dec-15,M74,1
09-Dec-15,M20,850
09-Dec-15,M17,53
09-Dec-15,M103,1
09-Dec-15,M1,6
09-Dec-15,M88,1
09-Dec-15,M6,173
09-Dec-15,M27,2
09-Dec-15,M19,900
09-Dec-15,M93,25
09-Dec-15,M125,2
09-Dec-15,M53,1
09-Dec-15,M51,63
09-Dec-15,M113,1
09-Dec-15,M97,2
09-Dec-15,M61,4
09-Dec-15,M76,72
09-Dec-15,M110,1
09-Dec-15,M99,67
09-Dec-15,M118,9
09-Dec-15,M92,4
09-Dec-15,M102,1
09-Dec-15,M71,71
09-Dec-15,M57,163
09-Dec-15,M38,3
09-Dec-15,M81,3
09-Dec-15,M24,1134
09-Dec-15,M69,6
09-Dec-15,M8,18
09-Dec-15,M80,1
09-Dec-15,M31,160
09-Dec-15,M45,182
09-Dec-15,M36,1
09-Dec-15,M5,259
09-Dec-15,M119,5
09-Dec-15,M108,11
09-Dec-15,M95,109
09-Dec-15,M122,2
08-Dec-15,M15,216
08-Dec-15,M119,7
08-Dec-15,M5,262
08-Dec-15,M69,9
08-Dec-15,M36,2
08-Dec-15,M4,1
08-Dec-15,M71,63
08-Dec-15,M76,67
08-Dec-15,M95,97
08-Dec-15,M9,85
08-Dec-15,M27,4
08-Dec-15,M45,153
08-Dec-15,M61,1
08-Dec-15,M108,7
08-Dec-15,M122,4
08-Dec-15,M43,3
08-Dec-15,M34,2
08-Dec-15,M56,4
08-Dec-15,M85,11
08-Dec-15,M6,191
08-Dec-15,M120,4
08-Dec-15,M99,64
08-Dec-15,M19,963
08-Dec-15,M98,1
08-Dec-15,M97,8
08-Dec-15,M10,44
08-Dec-15,M121,29
08-Dec-15,M8,5
08-Dec-15,M62,24
08-Dec-15,M44,3
08-Dec-15,M37,3
08-Dec-15,M81,4
08-Dec-15,M48,27
08-Dec-15,M57,166
08-Dec-15,M35,1
08-Dec-15,M20,700
08-Dec-15,M22,12
08-Dec-15,M118,6
08-Dec-15,M31,145
08-Dec-15,M80,4
08-Dec-15,M39,3
08-Dec-15,M51,71
08-Dec-15,M24,1540
08-Dec-15,M93,36
08-Dec-15,M28,135
08-Dec-15,M63,1
08-Dec-15,M114,1
08-Dec-15,M53,1
08-Dec-15,M49,1
08-Dec-15,M105,30
08-Dec-15,M38,3
08-Dec-15,M68,11
08-Dec-15,M25,1320
08-Dec-15,M29,2
08-Dec-15,M13,85
08-Dec-15,M50,3
08-Dec-15,M21,198
08-Dec-15,M2,21
08-Dec-15,M75,42
08-Dec-15,M7,81
08-Dec-15,M52,5
08-Dec-15,M17,51
08-Dec-15,M94,4
08-Dec-15,M107,1
08-Dec-15,M30,6
08-Dec-15,M1,4
07-Dec-15,M56,10
07-Dec-15,M62,19
07-Dec-15,M75,38
07-Dec-15,M63,1
07-Dec-15,M24,1302
07-Dec-15,M17,43
07-Dec-15,M57,138
07-Dec-15,M48,33
07-Dec-15,M15,216
07-Dec-15,M7,180
07-Dec-15,M10,47
07-Dec-15,M21,330
07-Dec-15,M92,1
07-Dec-15,M55,3
07-Dec-15,M2,43
07-Dec-15,M71,58
07-Dec-15,M76,64
07-Dec-15,M61,2
07-Dec-15,M94,12
07-Dec-15,M44,1
07-Dec-15,M9,68
07-Dec-15,M19,1314
07-Dec-15,M36,3
07-Dec-15,M125,2
07-Dec-15,M52,3
07-Dec-15,M28,129
07-Dec-15,M6,195
07-Dec-15,M25,1125
07-Dec-15,M53,3
07-Dec-15,M97,2
07-Dec-15,M99,63
07-Dec-15,M68,19
07-Dec-15,M51,42
07-Dec-15,M1,8
07-Dec-15,M118,9
07-Dec-15,M70,1
07-Dec-15,M38,5
07-Dec-15,M111,1
07-Dec-15,M88,1
07-Dec-15,M93,27
07-Dec-15,M81,4
07-Dec-15,M27,6
07-Dec-15,M85,15
07-Dec-15,M120,7
07-Dec-15,M13,72
07-Dec-15,M5,377
07-Dec-15,M114,1
07-Dec-15,M119,6
07-Dec-15,M108,7
07-Dec-15,M60,1
07-Dec-15,M39,1
07-Dec-15,M37,5
07-Dec-15,M106,1
07-Dec-15,M30,15
07-Dec-15,M50,3
07-Dec-15,M45,153
07-Dec-15,M31,121
07-Dec-15,M80,1
07-Dec-15,M121,42
07-Dec-15,M95,93
07-Dec-15,M43,2
07-Dec-15,M69,7
07-Dec-15,M105,33
07-Dec-15,M26,1
07-Dec-15,M20,630
07-Dec-15,M54,2
07-Dec-15,M122,4
07-Dec-15,M49,1
07-Dec-15,M35,1
06-Dec-15,M56,6
06-Dec-15,M60,1
06-Dec-15,M99,47
06-Dec-15,M35,4
06-Dec-15,M5,301
06-Dec-15,M110,1
06-Dec-15,M80,1
06-Dec-15,M31,158
06-Dec-15,M119,9
06-Dec-15,M15,173
06-Dec-15,M45,121
06-Dec-15,M125,2
06-Dec-15,M8,3
06-Dec-15,M28,137
06-Dec-15,M97,2
06-Dec-15,M34,1
06-Dec-15,M118,4
06-Dec-15,M30,12
06-Dec-15,M108,10
06-Dec-15,M48,36
06-Dec-15,M76,72
06-Dec-15,M122,10
06-Dec-15,M74,4
06-Dec-15,M121,34
06-Dec-15,M95,116
06-Dec-15,M9,57
06-Dec-15,M61,1
06-Dec-15,M75,27
06-Dec-15,M36,2
06-Dec-15,M39,1
06-Dec-15,M62,21
06-Dec-15,M120,4
06-Dec-15,M27,5
06-Dec-15,M71,54
06-Dec-15,M20,680
06-Dec-15,M26,1
06-Dec-15,M69,3
06-Dec-15,M105,39
06-Dec-15,M25,960
06-Dec-15,M1,4
06-Dec-15,M98,1
06-Dec-15,M17,40
06-Dec-15,M7,107
06-Dec-15,M57,163
06-Dec-15,M13,69
06-Dec-15,M2,16
06-Dec-15,M19,999
06-Dec-15,M88,1
06-Dec-15,M21,220
06-Dec-15,M93,39
06-Dec-15,M52,5
06-Dec-15,M51,45
06-Dec-15,M44,3
06-Dec-15,M55,3
06-Dec-15,M29,1
06-Dec-15,M53,1
06-Dec-15,M6,166
06-Dec-15,M38,7
06-Dec-15,M10,49
06-Dec-15,M50,3
06-Dec-15,M94,6
06-Dec-15,M58,1
06-Dec-15,M85,5
06-Dec-15,M24,952
06-Dec-15,M68,11
05-Dec-15,M19,1080
05-Dec-15,M61,3
05-Dec-15,M55,1
05-Dec-15,M45,147
05-Dec-15,M21,242
05-Dec-15,M24,1064
05-Dec-15,M59,1
05-Dec-15,M99,59
05-Dec-15,M56,5
05-Dec-15,M36,2
05-Dec-15,M94,9
05-Dec-15,M62,26
05-Dec-15,M75,42
05-Dec-15,M119,5
05-Dec-15,M68,14
05-Dec-15,M57,170
05-Dec-15,M92,2
05-Dec-15,M71,63
05-Dec-15,M38,11
05-Dec-15,M8,1
05-Dec-15,M70,2
05-Dec-15,M93,35
05-Dec-15,M105,37
05-Dec-15,M51,58
05-Dec-15,M76,63
05-Dec-15,M69,3
05-Dec-15,M15,216
05-Dec-15,M74,1
05-Dec-15,M98,1
05-Dec-15,M53,1
05-Dec-15,M95,100
05-Dec-15,M26,2
05-Dec-15,M30,16
05-Dec-15,M118,13
05-Dec-15,M113,1
05-Dec-15,M27,3
05-Dec-15,M9,85
05-Dec-15,M108,7
05-Dec-15,M50,7
05-Dec-15,M82,1
05-Dec-15,M60,2
05-Dec-15,M32,1
05-Dec-15,M97,1
